date,docID,edinetCode,filerName,docTypeCode,submitDateTime,docDescription
2023-11-20,S100S95H,,,,,
2023-11-20,S100RUGT,E14415,シンプレクス・アセット・マネジメント株式会社,030,2023-11-20 09:11,有価証券届出書（内国投資信託受益証券）
2023-11-20,S100S8PV,E12963,ステート・ストリート・グローバル・アドバイザーズ株式会社,040,2023-11-20 09:11,訂正有価証券届出書（内国投資信託受益証券）
2023-11-20,S100S95K,,,,,
2023-11-20,S100S1BF,E11518,三菱ＵＦＪアセットマネジメント株式会社,030,2023-11-20 09:12,有価証券届出書（内国投資信託受益証券）
2023-11-20,S100RUGY,E14415,シンプレクス・アセット・マネジメント株式会社,160,2023-11-20 09:12,半期報告書（内国投資信託受益証券）－第12期(2023/02/21－2024/02/20)
2023-11-20,S100S6JW,E06264,ＪＰモルガン・アセット・マネジメント株式会社,040,2023-11-20 09:12,訂正有価証券届出書（内国投資信託受益証券）
2023-11-20,S100S95N,,,,,
2023-11-20,S100S1JU,E11518,三菱ＵＦＪアセットマネジメント株式会社,120,2023-11-20 09:12,有価証券報告書（内国投資信託受益証券）－第62期(2022/08/23－2023/08/21)
2023-11-20,S100RUGW,E14415,シンプレクス・アセット・マネジメント株式会社,030,2023-11-20 09:12,有価証券届出書（内国投資信託受益証券）
2023-11-20,S100S95Q,,,,,
2023-11-20,S100SB2S,E12963,ステート・ストリート・グローバル・アドバイザーズ株式会社,160,2023-11-20 09:13,半期報告書（内国投資信託受益証券）－第22期(2023/02/21－2024/02/20)
2023-11-20,S100RUH0,E14415,シンプレクス・アセット・マネジメント株式会社,160,2023-11-20 09:13,半期報告書（内国投資信託受益証券）－第11期(2023/02/21－2024/02/20)
2023-11-20,S100S6MR,E06264,ＪＰモルガン・アセット・マネジメント株式会社,040,2023-11-20 09:13,訂正有価証券届出書（内国投資信託受益証券）
2023-11-20,S100S95T,,,,,
2023-11-20,S100S3RO,E30703,マニュライフ・インベストメント・マネジメント株式会社,120,2023-11-20 09:14,有価証券報告書（内国投資信託受益証券）－第22期(2023/02/21－2023/08/21)
2023-11-20,S100S95V,,,,,
2023-11-20,S100RUGZ,E14415,シンプレクス・アセット・マネジメント株式会社,030,2023-11-20 09:14,有価証券届出書（内国投資信託受益証券）
2023-11-20,S100S6MT,E06264,ＪＰモルガン・アセット・マネジメント株式会社,040,2023-11-20 09:14,訂正有価証券届出書（内国投資信託受益証券）
2023-11-20,S100S95W,,,,,
2023-11-20,S100RUH3,E14415,シンプレクス・アセット・マネジメント株式会社,160,2023-11-20 09:15,半期報告書（内国投資信託受益証券）－第11期(2023/02/21－2024/02/20)
2023-11-20,S100S8S4,E12963,ステート・ストリート・グローバル・アドバイザーズ株式会社,040,2023-11-20 09:15,訂正有価証券届出書（内国投資信託受益証券）
2023-11-20,S100SBBM,E03581,株式会社紀陽銀行,140,2023-11-20 09:15,四半期報告書－第214期第2四半期(2023/07/01－2023/09/30)
2023-11-20,S100S95Z,,,,,
2023-11-20,S100RUH1,E14415,シンプレクス・アセット・マネジメント株式会社,030,2023-11-20 09:15,有価証券届出書（内国投資信託受益証券）
2023-11-20,S100S6N0,E06264,ＪＰモルガン・アセット・マネジメント株式会社,040,2023-11-20 09:16,訂正有価証券届出書（内国投資信託受益証券）
2023-11-20,S100S50K,E06479,インベスコ・アセット・マネジメント株式会社,030,2023-11-20 09:16,有価証券届出書（内国投資信託受益証券）
2023-11-20,S100SB3V,E12963,ステート・ストリート・グローバル・アドバイザーズ株式会社,160,2023-11-20 09:16,半期報告書（内国投資信託受益証券）－第13期(2023/02/21－2024/02/20)
2023-11-20,S100RUH5,E14415,シンプレクス・アセット・マネジメント株式会社,160,2023-11-20 09:16,半期報告書（内国投資信託受益証券）－第10期(2023/02/21－2024/02/20)
2023-11-20,S100S50M,E06479,インベスコ・アセット・マネジメント株式会社,120,2023-11-20 09:17,有価証券報告書（内国投資信託受益証券）－第14期(2023/02/23－2023/08/22)
2023-11-20,S100SBFI,E03581,株式会社紀陽銀行,135,2023-11-20 09:17,確認書
2023-11-20,S100RUH4,E14415,シンプレクス・アセット・マネジメント株式会社,030,2023-11-20 09:17,有価証券届出書（内国投資信託受益証券）
2023-11-20,S100RUH8,E14415,シンプレクス・アセット・マネジメント株式会社,160,2023-11-20 09:17,半期報告書（内国投資信託受益証券）－第10期(2023/02/21－2024/02/20)
2023-11-20,S100RUH6,E14415,シンプレクス・アセット・マネジメント株式会社,030,2023-11-20 09:18,有価証券届出書（内国投資信託受益証券）
2023-11-20,S100S3RN,E30703,マニュライフ・インベストメント・マネジメント株式会社,030,2023-11-20 09:18,有価証券届出書（内国投資信託受益証券）
2023-11-20,S100RUHA,E14415,シンプレクス・アセット・マネジメント株式会社,120,2023-11-20 09:19,有価証券報告書（内国投資信託受益証券）－第8期(2022/08/21－2023/08/20)
2023-11-20,S100S8T3,E12963,ステート・ストリート・グローバル・アドバイザーズ株式会社,040,2023-11-20 09:19,訂正有価証券届出書（内国投資信託受益証券）
2023-11-20,S100RUH9,E14415,シンプレクス・アセット・マネジメント株式会社,030,2023-11-20 09:20,有価証券届出書（内国投資信託受益証券）
2023-11-20,S100SB00,E12963,ステート・ストリート・グローバル・アドバイザーズ株式会社,160,2023-11-20 09:20,半期報告書（内国投資信託受益証券）－第8期(2023/02/21－2024/02/20)
2023-11-20,S100S2KR,E09666,アムンディ・ジャパン株式会社,160,2023-11-20 09:21,半期報告書（内国投資信託受益証券）－第15期(2023/02/21－2024/02/20)
2023-11-20,S100S626,E12453,ニッセイアセットマネジメント株式会社,160,2023-11-20 09:21,半期報告書（内国投資信託受益証券）－第23期(2023/02/21－2024/02/20)
2023-11-20,S100S62C,E12453,ニッセイアセットマネジメント株式会社,030,2023-11-20 09:23,有価証券届出書（内国投資信託受益証券）
2023-11-20,S100SA6I,E12963,ステート・ストリート・グローバル・アドバイザーズ株式会社,040,2023-11-20 09:24,訂正有価証券届出書（内国投資信託受益証券）
2023-11-20,S100S62Z,E12453,ニッセイアセットマネジメント株式会社,160,2023-11-20 09:25,半期報告書（内国投資信託受益証券）－第23期(2023/02/21－2024/02/20)
2023-11-20,S100SB0P,E12963,ステート・ストリート・グローバル・アドバイザーズ株式会社,160,2023-11-20 09:25,半期報告書（内国投資信託受益証券）－第8期(2023/02/21－2024/02/20)
2023-11-20,S100S7IW,E12963,ステート・ストリート・グローバル・アドバイザーズ株式会社,030,2023-11-20 09:27,有価証券届出書（内国投資信託受益証券）
2023-11-20,S100S633,E12453,ニッセイアセットマネジメント株式会社,030,2023-11-20 09:27,有価証券届出書（内国投資信託受益証券）
2023-11-20,S100S2KT,E09666,アムンディ・ジャパン株式会社,030,2023-11-20 09:28,有価証券届出書（内国投資信託受益証券）
2023-11-20,S100SB9E,E14732,ソシエテ・ジェネラル・オスマン・マネジメント株式会社,120,2023-11-20 09:28,有価証券報告書（内国投資信託受益証券）－第20期(2023/02/21－2023/08/21)
2023-11-20,S100SAEC,E12963,ステート・ストリート・グローバル・アドバイザーズ株式会社,120,2023-11-20 09:30,有価証券報告書（内国投資信託受益証券）－第11期(2022/08/23－2023/08/21)
2023-11-20,S100S63B,E12453,ニッセイアセットマネジメント株式会社,120,2023-11-20 09:32,有価証券報告書（内国投資信託受益証券）－第16期(2022/08/23－2023/08/21)
2023-11-20,S100S66F,E12566,イーストスプリング・インベストメンツ株式会社,120,2023-11-20 09:34,有価証券報告書（内国投資信託受益証券）－第30期(2023/02/21－2023/08/21)
2023-11-20,S100S63H,E12453,ニッセイアセットマネジメント株式会社,030,2023-11-20 09:35,有価証券届出書（内国投資信託受益証券）
2023-11-20,S100SB32,E03861,ダイビル株式会社,180,2023-11-20 09:35,臨時報告書
2023-11-20,S100S66M,E12566,イーストスプリング・インベストメンツ株式会社,030,2023-11-20 09:36,有価証券届出書（内国投資信託受益証券）
2023-11-20,S100S62O,E12453,ニッセイアセットマネジメント株式会社,160,2023-11-20 09:37,半期報告書（内国投資信託受益証券）－第9期(2023/02/21－2024/02/20)
2023-11-20,S100SATI,,,,,
2023-11-20,S100S62S,E12453,ニッセイアセットマネジメント株式会社,030,2023-11-20 09:40,有価証券届出書（内国投資信託受益証券）
2023-11-20,S100SBC9,,,,,
2023-11-20,S100SAVB,,,,,
2023-11-20,S100SBCD,,,,,
2023-11-20,S100SAUS,,,,,
2023-11-20,S100SBCG,,,,,
2023-11-20,S100SAWQ,,,,,
2023-11-20,S100SB4M,E14843,グローバル・ファンズ・マネジメント・エス・エー,120,2023-11-20 09:53,有価証券報告書（外国投資信託受益証券）－第18期(2022/05/21－2023/05/20)
2023-11-20,S100S9GT,,,,,
2023-11-20,S100SADP,,,,,
2023-11-20,S100SB4B,E14843,グローバル・ファンズ・マネジメント・エス・エー,030,2023-11-20 09:56,有価証券届出書（外国投資信託受益証券）
2023-11-20,S100SBEI,E00726,ＴＯＰＰＡＮエッジ株式会社,350,2023-11-20 10:16,大量保有報告書
2023-11-20,S100SANH,E03061,イオン株式会社,350,2023-11-20 10:16,変更報告書（短期大量譲渡）
2023-11-20,S100SA5L,E03584,株式会社中国銀行,350,2023-11-20 10:23,変更報告書（短期大量譲渡）
2023-11-20,S100SBQF,E32153,株式会社フェニックスバイオ,180,2023-11-20 10:29,臨時報告書
2023-11-20,S100SBJY,E03532,株式会社みずほ銀行,350,2023-11-20 10:30,変更報告書
2023-11-20,S100SBPG,E05648,株式会社アドバンテッジリスクマネジメント,180,2023-11-20 10:32,臨時報告書
2023-11-20,S100SBLT,E24510,森山　茂,360,2023-11-20 10:35,訂正報告書（大量保有報告書・変更報告書）
2023-11-20,S100SBHL,E03574,株式会社　百五銀行,140,2023-11-20 10:36,四半期報告書－第209期第2四半期(2023/07/01－2023/09/30)
2023-11-20,S100SB4L,E03606,株式会社三菱ＵＦＪフィナンシャル・グループ,350,2023-11-20 10:37,変更報告書（特例対象株券等）
2023-11-20,S100SBIP,E03574,株式会社　百五銀行,135,2023-11-20 10:38,確認書
2023-11-20,S100SB4O,E03606,株式会社三菱ＵＦＪフィナンシャル・グループ,350,2023-11-20 10:42,大量保有報告書（特例対象株券等）
2023-11-20,S100SB4Q,E03606,株式会社三菱ＵＦＪフィナンシャル・グループ,350,2023-11-20 10:47,変更報告書（特例対象株券等）
2023-11-20,S100SBHA,E03572,株式会社清水銀行,140,2023-11-20 10:48,四半期報告書－第149期第2四半期(2023/07/01－2023/09/30)
2023-11-20,S100SBHB,E03572,株式会社清水銀行,135,2023-11-20 10:48,確認書
2023-11-20,S100SB4R,E03606,株式会社三菱ＵＦＪフィナンシャル・グループ,350,2023-11-20 10:51,変更報告書（特例対象株券等）
2023-11-20,S100SBQO,E26866,瀬田　衛,360,2023-11-20 10:55,訂正報告書（大量保有報告書・変更報告書）
2023-11-20,S100SB4T,E03606,株式会社三菱ＵＦＪフィナンシャル・グループ,350,2023-11-20 10:56,大量保有報告書（特例対象株券等）
2023-11-20,S100SB4U,E03606,株式会社三菱ＵＦＪフィナンシャル・グループ,350,2023-11-20 11:01,変更報告書（特例対象株券等）
2023-11-20,S100SBCR,E04981,株式会社明光ネットワークジャパン,120,2023-11-20 11:23,有価証券報告書－第39期(2022/09/01－2023/08/31)
2023-11-20,S100SBDF,E04981,株式会社明光ネットワークジャパン,235,2023-11-20 11:25,内部統制報告書－第39期(2022/09/01－2023/08/31)
2023-11-20,S100SBDH,E04981,株式会社明光ネットワークジャパン,135,2023-11-20 11:26,確認書
2023-11-20,S100SBOB,E03434,株式会社ランシステム,180,2023-11-20 11:35,臨時報告書
2023-11-20,S100SBPU,,,,,
2023-11-20,S100SBRF,E04981,株式会社明光ネットワークジャパン,180,2023-11-20 11:42,臨時報告書
2023-11-20,S100SBRU,E38094,岡田　祥吾,360,2023-11-20 12:09,訂正報告書（大量保有報告書・変更報告書）
2023-11-20,S100SBO4,E26488,田島　哲康,360,2023-11-20 12:34,訂正報告書（大量保有報告書・変更報告書）
2023-11-20,S100SBHR,E03673,株式会社豊和銀行,140,2023-11-20 12:42,四半期報告書－第106期第2四半期(2023/07/01－2023/09/30)
2023-11-20,S100SBHY,E03673,株式会社豊和銀行,135,2023-11-20 12:43,確認書
2023-11-20,S100SBRX,E06485,野村アセットマネジメント株式会社,350,2023-11-20 12:55,大量保有報告書（特例対象株券等）
2023-11-20,S100SBJQ,E36943,マラソン・アセット・マネジメント・リミテッド,350,2023-11-20 12:56,大量保有報告書（特例対象株券等）
2023-11-20,S100SBIM,E36700,株式会社北國フィナンシャルホールディングス,140,2023-11-20 13:05,四半期報告書－第3期第2四半期(2023/07/01－2023/09/30)
2023-11-20,S100SBS4,E03810,野村證券株式会社,350,2023-11-20 13:06,変更報告書（特例対象株券等）
2023-11-20,S100SBIQ,E36700,株式会社北國フィナンシャルホールディングス,135,2023-11-20 13:06,確認書
2023-11-20,S100SBS2,E03810,野村證券株式会社,350,2023-11-20 13:07,変更報告書（特例対象株券等）
2023-11-20,S100SBI5,E03566,株式会社　北國銀行,160,2023-11-20 13:11,半期報告書－第116期(2023/04/01－2024/03/31)
2023-11-20,S100SBS6,E03810,野村證券株式会社,350,2023-11-20 13:17,変更報告書（特例対象株券等）
2023-11-20,S100SBS8,E03810,野村證券株式会社,350,2023-11-20 13:22,大量保有報告書（特例対象株券等）
2023-11-20,S100SBSA,E32505,新居　佳英,350,2023-11-20 13:27,変更報告書
2023-11-20,S100SBS1,E03810,野村證券株式会社,350,2023-11-20 13:28,大量保有報告書（特例対象株券等）
2023-11-20,S100SBRY,E03810,野村證券株式会社,350,2023-11-20 13:33,変更報告書（特例対象株券等）
2023-11-20,S100SBAI,E12430,日興アセットマネジメント株式会社,350,2023-11-20 13:34,変更報告書
2023-11-20,S100SBSG,E03810,野村證券株式会社,350,2023-11-20 13:36,大量保有報告書（特例対象株券等）
2023-11-20,S100SBEA,,,,,
2023-11-20,S100SBSP,E03810,野村證券株式会社,350,2023-11-20 13:47,大量保有報告書（特例対象株券等）
2023-11-20,S100SBSZ,,,,,
2023-11-20,S100SBT2,E03810,野村證券株式会社,350,2023-11-20 13:58,変更報告書（特例対象株券等）
2023-11-20,S100SBT8,E00907,ロックペイント株式会社,180,2023-11-20 14:06,臨時報告書
2023-11-20,S100SBPC,E24872,シルチェスター・インターナショナル・インベスターズ・エルエルピー,350,2023-11-20 14:19,変更報告書
2023-11-20,S100SBSJ,E03810,野村證券株式会社,350,2023-11-20 14:19,大量保有報告書
2023-11-20,S100SBT6,E03810,野村證券株式会社,350,2023-11-20 14:19,変更報告書
2023-11-20,S100SBTH,,,,,
2023-11-20,S100SB77,E39006,水島　冠,350,2023-11-20 14:33,大量保有報告書
2023-11-20,S100SBTO,E05533,株式会社ファンコミュニケーションズ,180,2023-11-20 14:34,臨時報告書
2023-11-20,S100SBT5,E37017,有限会社第一エア工業,350,2023-11-20 14:55,変更報告書
2023-11-20,S100SBT3,E02046,株式会社アルメディオ,030,2023-11-20 15:00,有価証券届出書（組込方式）
2023-11-20,S100SB9N,E30037,株式会社ＳＭＢＣ信託銀行,030,2023-11-20 15:00,有価証券届出書（内国信託受益証券等）
2023-11-20,S100SBS7,E38739,株式会社ＧＥＮＤＡ,180,2023-11-20 15:00,臨時報告書
2023-11-20,S100SBTP,E39165,株式会社早稲田学習研究会,030,2023-11-20 15:00,有価証券届出書（新規公開時）
2023-11-20,S100SBBG,E00821,日本ゼオン株式会社,350,2023-11-20 15:00,変更報告書
2023-11-20,S100SBPK,E26349,マイルストーン・キャピタル・マネジメント株式会社,350,2023-11-20 15:02,変更報告書
2023-11-20,S100SBU4,,,,,
2023-11-20,S100SBOL,E05049,株式会社エムティーアイ,150,2023-11-20 15:03,訂正四半期報告書－第28期第1四半期(2022/10/01－2022/12/31)
2023-11-20,S100SBTR,,,,,
2023-11-20,S100SBTV,,,,,
2023-11-20,S100SBN3,E06264,ＪＰモルガン・アセット・マネジメント株式会社,350,2023-11-20 15:06,変更報告書（特例対象株券等）
2023-11-20,S100SBN2,E06264,ＪＰモルガン・アセット・マネジメント株式会社,350,2023-11-20 15:06,大量保有報告書（特例対象株券等）
2023-11-20,S100SBN1,E06264,ＪＰモルガン・アセット・マネジメント株式会社,350,2023-11-20 15:06,変更報告書（特例対象株券等）
2023-11-20,S100SBL5,E39032,黒田　喜容子,350,2023-11-17 13:39,変更報告書（短期大量譲渡）
2023-11-20,S100SBOM,E05049,株式会社エムティーアイ,150,2023-11-20 15:07,訂正四半期報告書－第28期第2四半期(2023/01/01－2023/03/31)
2023-11-20,S100SBN7,E20021,ＪＰモルガン証券株式会社,350,2023-11-20 15:08,変更報告書（特例対象株券等）
2023-11-20,S100SBON,E05049,株式会社エムティーアイ,150,2023-11-20 15:09,訂正四半期報告書－第28期第3四半期(2023/04/01－2023/06/30)
2023-11-20,S100SBQ8,,,,,
2023-11-20,S100SBU5,E38831,自然電力株式会社,360,2023-11-20 15:10,訂正報告書（大量保有報告書・変更報告書）
2023-11-20,S100SBUC,E05049,株式会社エムティーアイ,135,2023-11-20 15:12,確認書
2023-11-20,S100SBUD,E05049,株式会社エムティーアイ,135,2023-11-20 15:13,確認書
2023-11-20,S100SBQA,,,,,
2023-11-20,S100SBUE,E05049,株式会社エムティーアイ,135,2023-11-20 15:15,確認書
2023-11-20,S100SAWF,E35239,光通信株式会社,350,2023-11-20 15:21,変更報告書
2023-11-20,S100SBM0,E05982,バークレイズ・バンク・ピーエルシー,350,2023-11-20 15:28,変更報告書（特例対象株券等）
2023-11-20,S100SBTJ,E33435,株式会社テンポイノベーション,030,2023-11-20 15:31,有価証券届出書（組込方式）
2023-11-20,S100SBTW,E05403,株式会社アマナ,180,2023-11-20 15:31,臨時報告書
2023-11-20,S100SBTZ,E05403,株式会社アマナ,180,2023-11-20 15:32,臨時報告書
2023-11-20,S100SBS5,E24117,有限会社ドリーム・ワークス,350,2023-11-20 15:33,変更報告書
2023-11-20,S100SBU3,E05403,株式会社アマナ,040,2023-11-20 15:33,訂正有価証券届出書（通常方式）
2023-11-20,S100S9ID,E08664,松本　洋助,350,2023-11-20 15:38,変更報告書
2023-11-20,S100SBPF,E03626,三菱ＵＦＪ信託銀行株式会社,030,2023-11-20 16:00,有価証券届出書（内国信託受益証券等）
2023-11-20,S100SBVR,E05630,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ株式会社,040,2023-11-20 16:01,訂正有価証券届出書（通常方式）
2023-11-20,S100SBUF,E35497,日本インシュレーション株式会社,150,2023-11-20 16:01,訂正四半期報告書－第79期第2四半期(2023/07/01－2023/09/30)
2023-11-20,S100SBPX,E11618,大野　利美知,360,2023-11-20 16:02,訂正報告書（大量保有報告書・変更報告書）
2023-11-20,S100SBKE,E35393,株式会社シティインデックスイレブンス,350,2023-11-20 16:04,変更報告書
2023-11-20,S100SBVV,E35497,日本インシュレーション株式会社,135,2023-11-20 16:09,確認書
2023-11-20,S100SBHN,E38766,平井　康博,360,2023-11-20 16:14,訂正報告書（大量保有報告書・変更報告書）
2023-11-20,S100SBVS,E30398,株式会社サイバーリンクス,180,2023-11-20 16:16,臨時報告書
2023-11-20,S100SBVB,E36697,株式会社Ｗａｑｏｏ,180,2023-11-20 16:25,臨時報告書
2023-11-20,S100SBUG,,,,,
2023-11-20,S100SBUH,,,,,
2023-11-20,S100SBW6,E01682,日精エー・エス・ビー機械株式会社,180,2023-11-20 16:37,臨時報告書
2023-11-20,S100SB9Z,E11161,スパークス・アセット・マネジメント株式会社,350,2023-11-20 16:42,大量保有報告書（特例対象株券等）
2023-11-20,S100SBKN,E09096,ブラックロック・ジャパン株式会社,350,2023-11-20 16:46,大量保有報告書（特例対象株券等）
2023-11-20,S100SBJW,E09096,ブラックロック・ジャパン株式会社,350,2023-11-20 16:47,変更報告書（特例対象株券等）
2023-11-20,S100SBV5,E39032,黒田　喜容子,360,2023-11-20 16:53,訂正報告書（大量保有報告書・変更報告書）
2023-11-20,S100SBOJ,E36101,佐藤　竜也,350,2023-11-20 16:56,変更報告書
2023-11-20,S100SBTY,E11618,大野　利美知,350,2023-11-20 16:57,変更報告書
2023-11-20,S100SBWI,E37955,北村　亜沙子,350,2023-11-20 16:58,変更報告書
2023-11-20,S100SBPN,,,,,
2023-11-20,S100SBMU,E05729,株式会社パソナグループ,360,2023-11-20 17:11,訂正報告書（大量保有報告書・変更報告書）
2023-11-21,S100SBSU,E36088,株式会社シーラテクノロジーズ,350,2023-11-21 09:00,大量保有報告書
2023-11-21,S100S2LB,E11764,Ｔ＆Ｄアセットマネジメント株式会社,120,2023-11-21 09:00,有価証券報告書（内国投資信託受益証券）－第14期(2023/02/23－2023/08/22)
2023-11-21,S100RZHD,E12460,野村アセットマネジメント株式会社,160,2023-11-21 09:00,半期報告書（内国投資信託受益証券）－第34期(2023/02/23－2024/02/22)
2023-11-21,S100S9P6,E10677,アセットマネジメントＯｎｅ株式会社,160,2023-11-21 09:00,半期報告書（内国投資信託受益証券）－第21期(2023/02/22－2024/02/21)
2023-11-21,S100S2L9,E11764,Ｔ＆Ｄアセットマネジメント株式会社,030,2023-11-21 09:00,有価証券届出書（内国投資信託受益証券）
